ProjectReference,FundingOrgName,ProjectCategory,ParentOrgName,SectorParentOrg,CountryParentOrg,YearCollaborationStarted,AwardExpenditurePoundsMainProject
MR/K023209/1,MRC,Research Grant,NHS Fife,Public,United Kingdom,2014,3328501
MR/K023209/1,MRC,Research Grant,NHS Health Scotland,Public,United Kingdom,2016,3328501
MR/K023209/1,MRC,Research Grant,NHS Lanarkshire,Public,United Kingdom,2015,3328501
MR/K023209/1,MRC,Research Grant,NHS Lothian,Public,United Kingdom,2018,3328501
MR/K023209/1,MRC,Research Grant,NHS Scotland,Public,United Kingdom,2014,3328501
MR/K023209/1,MRC,Research Grant,Ottawa Hospital Research Institute,Academic/University,Canada,2015,3328501
MR/K023209/1,MRC,Research Grant,Parenting Across Scotland,Charity/Non Profit,United Kingdom,2014,3328501
MR/K023209/1,MRC,Research Grant,People's Health Movement Scotland,Charity/Non Profit,United Kingdom,2014,3328501
MR/K023209/1,MRC,Research Grant,Poverty Alliance,Charity/Non Profit,United Kingdom,2016,3328501
MR/K023209/1,MRC,Research Grant,Queen's University of Belfast,Academic/University,United Kingdom,2013,3328501
MR/K023209/1,MRC,Research Grant,Redcar and Cleveland Borough Council,Public,United Kingdom,2019,3328501
MR/K023209/1,MRC,Research Grant,Robertson Trust,Charity/Non Profit,United Kingdom,2014,3328501
MR/K023209/1,MRC,Research Grant,Royal College of Midwives,Charity/Non Profit,United Kingdom,2014,3328501
MR/K023209/1,MRC,Research Grant,Scottish Association for Mental Health,Charity/Non Profit,United Kingdom,2017,3328501
MR/K023209/1,MRC,Research Grant,Scottish Government Health and Social Care Directorates (SGHSC),Public,United Kingdom,2014,3328501
MR/K023209/1,MRC,Research Grant,Scottish Partnership for Palliative Care,Charity/Non Profit,United Kingdom,2016,3328501
MR/K023209/1,MRC,Research Grant,Scottish Third Sector Research Forum (TSRF),Private,United Kingdom,2015,3328501
MR/K023209/1,MRC,Research Grant,Society for Longitudinal and Lifecourse Studies SLLS,Charity/Non Profit,United Kingdom,2014,3328501
MR/K023209/1,MRC,Research Grant,Society for Social Medicine,Charity/Non Profit,United Kingdom,2014,3328501
MR/K023209/1,MRC,Research Grant,St Columba's Hospice,Hospitals,United Kingdom,2016,3328501
MR/K023209/1,MRC,Research Grant,St. Andrews University,Academic/University,United States,2019,3328501
MR/K023209/1,MRC,Research Grant,Street Fit Scotland,Charity/Non Profit,United Kingdom,2015,3328501
MR/K023209/1,MRC,Research Grant,Sustrans,Charity/Non Profit,United Kingdom,2018,3328501
MR/K023209/1,MRC,Research Grant,The Conservation Volunteers,Charity/Non Profit,United Kingdom,2015,3328501
MR/K023209/1,MRC,Research Grant,Town & Country Planning Association,Charity/Non Profit,United Kingdom,2014,3328501
MR/K023209/1,MRC,Research Grant,Trellis Network,Charity/Non Profit,United Kingdom,2013,3328501
MR/K023209/1,MRC,Research Grant,University of Aberdeen,Academic/University,United Kingdom,2015,3328501
MR/K023209/1,MRC,Research Grant,"University of California, Los Angeles (UCLA)",Academic/University,United States,2017,3328501
MR/K023209/1,MRC,Research Grant,University of Cambridge,Academic/University,United Kingdom,2013,3328501
MR/K023209/1,MRC,Research Grant,University of Dundee,Academic/University,United Kingdom,2013,3328501
MR/K023209/1,MRC,Research Grant,University of Edinburgh,Academic/University,United Kingdom,2015,3328501
MR/K023209/1,MRC,Research Grant,University of Exeter,Academic/University,United Kingdom,2013,3328501
MR/K023209/1,MRC,Research Grant,University of Glasgow,Academic/University,United Kingdom,2015,3328501
MR/K023209/1,MRC,Research Grant,University of Health and Allied Sciences,Academic/University,Ghana,2019,3328501
MR/K023209/1,MRC,Research Grant,University of Montreal,Academic/University,Canada,2017,3328501
MR/K023209/1,MRC,Research Grant,University of Newcastle,Academic/University,Australia,2013,3328501
MR/K023209/1,MRC,Research Grant,University of Nottingham,Academic/University,United Kingdom,2013,3328501
MR/K023209/1,MRC,Research Grant,University of Ottawa,Academic/University,Canada,2015,3328501
MR/K023209/1,MRC,Research Grant,University of Oxford,Academic/University,United Kingdom,2016,3328501
MR/K023209/1,MRC,Research Grant,University of St Andrews,Academic/University,United Kingdom,2013,3328501
MR/K023209/1,MRC,Research Grant,University of Stirling,Academic/University,United Kingdom,2013,3328501
MR/K023209/1,MRC,Research Grant,University of Strathclyde,Academic/University,United Kingdom,2016,3328501
MR/K023209/1,MRC,Research Grant,University of Toronto,Academic/University,Canada,2015,3328501
MR/K023209/1,MRC,Research Grant,Voluntary Health Scotland,Charity/Non Profit,United Kingdom,2013,3328501
MR/K023209/1,MRC,Research Grant,YMCA Scotland,Charity/Non Profit,United Kingdom,2017,3328501
MR/K023209/1,MRC,Research Grant,Youthlink Scotland,Charity/Non Profit,United Kingdom,2015,3328501
MR/K023233/1,MRC,Research Grant,Action on Smoking and Health (ASH),Charity/Non Profit,United Kingdom,2015,2935822
MR/K023233/1,MRC,Research Grant,Alcohol Concern,Charity/Non Profit,United Kingdom,2017,2935822
MR/K023233/1,MRC,Research Grant,Arizona State University,Academic/University,United States,2017,2935822
MR/K023233/1,MRC,Research Grant,Bristol City Council,Public,United Kingdom,2013,2935822
MR/K023233/1,MRC,Research Grant,Bristol Health Partners,Charity/Non Profit,United Kingdom,2013,2935822
MR/K023233/1,MRC,Research Grant,Caerphilly County Borough Council,Public,United Kingdom,2015,2935822
MR/K023233/1,MRC,Research Grant,Cancer Research UK,Charity/Non Profit,United Kingdom,2013,2935822
MR/K023233/1,MRC,Research Grant,Cardiff and Vale University Health Board,Public,United Kingdom,2016,2935822
MR/K023233/1,MRC,Research Grant,Cardiff Metropolitan University,Public,United Kingdom,2016,2935822
MR/K023233/1,MRC,Research Grant,Cardiff University,Academic/University,United Kingdom,2016,2935822
MR/K023233/1,MRC,Research Grant,Central South Consortium Joint Education Service,Charity/Non Profit,United Kingdom,2017,2935822
MR/K023233/1,MRC,Research Grant,Centre of Excellence for Public Health,Academic/University,United Kingdom,2016,2935822
MR/K023233/1,MRC,Research Grant,Dana-Farber Cancer Institute,Academic/University,United States,2018,2935822
MR/K023233/1,MRC,Research Grant,Disability Sport Wales,Charity/Non Profit,United Kingdom,2016,2935822
MR/K023233/1,MRC,Research Grant,Fuse (The Centre for Translational Research in Public Health),Academic/University,United Kingdom,2016,2935822
MR/K023233/1,MRC,Research Grant,Gloucestershire County Council,Public,United Kingdom,2015,2935822
MR/K023233/1,MRC,Research Grant,Government of Wales,Public,United Kingdom,2017,2935822
MR/K023233/1,MRC,Research Grant,Griffith University,Academic/University,Australia,2015,2935822
MR/K023233/1,MRC,Research Grant,Healthy City Index,Charity/Non Profit,United Kingdom,2013,2935822
MR/K023233/1,MRC,Research Grant,Mad*Pow,Private,United Kingdom,2018,2935822
MR/K023233/1,MRC,Research Grant,Medical University of South Carolina,Academic/University,United States,2018,2935822
MR/K023233/1,MRC,Research Grant,National Centre for Population Health & Wellbeing Research,Public,United Kingdom,2016,2935822
MR/K023233/1,MRC,Research Grant,National Institute for Health Research,Public,United Kingdom,2017,2935822
MR/K023233/1,MRC,Research Grant,"National University of Ireland, Galway",Academic/University,Ireland,2016,2935822
MR/K023233/1,MRC,Research Grant,North Somerset Council,Public,United Kingdom,2012,2935822
MR/K023233/1,MRC,Research Grant,Peking University,Academic/University,China,2018,2935822
MR/K023233/1,MRC,Research Grant,Public Health England,Public,United Kingdom,2016,2935822
MR/K023233/1,MRC,Research Grant,Public Health Wales NHS Trust,Public,United Kingdom,2015,2935822
MR/K023233/1,MRC,Research Grant,School Health Research Network,Charity/Non Profit,United Kingdom,2014,2935822
MR/K023233/1,MRC,Research Grant,Scottish Collaboration for Public Health Research and Policy (SCPHRP),Private,United Kingdom,2016,2935822
MR/K023233/1,MRC,Research Grant,Severn Postgraduate Medical Education,Academic/University,United Kingdom,2016,2935822
MR/K023233/1,MRC,Research Grant,Sport Caerphilly,Public,United Kingdom,2016,2935822
MR/K023233/1,MRC,Research Grant,Sport Wales,Charity/Non Profit,United Kingdom,2016,2935822
MR/K023233/1,MRC,Research Grant,Swansea University,Academic/University,United Kingdom,2018,2935822
MR/K023233/1,MRC,Research Grant,The Architecture Centre,Private,United Kingdom,2014,2935822
MR/K023233/1,MRC,Research Grant,UK Clinical Research Collaboration,Academic/University,United Kingdom,2016,2935822
MR/K023233/1,MRC,Research Grant,University College South Denmark,Charity/Non Profit,Denmark,2018,2935822
MR/K023233/1,MRC,Research Grant,University of Auckland,Academic/University,New Zealand,2016,2935822
MR/K023233/1,MRC,Research Grant,University of Bath,Academic/University,United Kingdom,2017,2935822
MR/K023233/1,MRC,Research Grant,University of Bristol,Academic/University,United Kingdom,2018,2935822
MR/K023233/1,MRC,Research Grant,University of Exeter,Academic/University,United Kingdom,2017,2935822
MR/K023233/1,MRC,Research Grant,University of Florida,Academic/University,United States,2018,2935822
MR/K023233/1,MRC,Research Grant,University of Leipzig,Academic/University,Germany,2019,2935822
MR/K023233/1,MRC,Research Grant,University of Melbourne,Academic/University,Australia,2015,2935822
MR/K023233/1,MRC,Research Grant,University of South Australia,Academic/University,Australia,2019,2935822
MR/K023233/1,MRC,Research Grant,University of Stirling,Academic/University,United Kingdom,2015,2935822
MR/K023233/1,MRC,Research Grant,University of Waterloo,Academic/University,Canada,2014,2935822
MR/K023233/1,MRC,Research Grant,Welsh Assembly,Public,United Kingdom,2017,2935822
MR/K023233/1,MRC,Research Grant,Welsh Local Government Association,Public,United Kingdom,2016,2935822
MR/K023233/1,MRC,Research Grant,World Health Organization (WHO),Public,Global,2018,2935822
MR/K025430/1,MRC,Research Grant,AstraZeneca,Private,United Kingdom,2014,1504894
MR/K025430/1,MRC,Research Grant,GlaxoSmithKline (GSK),Private,Global,2014,1504894
MR/K025430/1,MRC,Research Grant,London Sch of Hygiene and Trop Medicine,Academic/University,United Kingdom,2014,1504894
MR/K025430/1,MRC,Research Grant,Medicines for Malaria Venture (MMV),Charity/Non Profit,Switzerland,2014,1504894
MR/K025430/1,MRC,Research Grant,Pfizer Ltd,Private,United Kingdom,2014,1504894
MR/K025635/1,MRC,Research Grant,Bangor University,Academic/University,United Kingdom,2018,2321030
MR/K025635/1,MRC,Research Grant,Health Research Board (HRB),Public,Ireland,2017,2321030
MR/K025635/1,MRC,Research Grant,King's College London,Academic/University,United Kingdom,2018,2321030
MR/K025635/1,MRC,Research Grant,Lancaster University,Academic/University,United Kingdom,2018,2321030
MR/K025635/1,MRC,Research Grant,Medical Research Council (MRC),Public,United Kingdom,2017,2321030
MR/K025635/1,MRC,Research Grant,Queen's University of Belfast,Academic/University,United Kingdom,2018,2321030
MR/K025635/1,MRC,Research Grant,University College London,Academic/University,United Kingdom,2018,2321030
MR/K025635/1,MRC,Research Grant,University of Aberdeen,Academic/University,United Kingdom,2017,2321030
MR/K025635/1,MRC,Research Grant,University of Bristol,Academic/University,United Kingdom,2017,2321030
MR/K025635/1,MRC,Research Grant,University of Cambridge,Academic/University,United Kingdom,2017,2321030
MR/K025635/1,MRC,Research Grant,University of Exeter,Academic/University,United Kingdom,2017,2321030
MR/K025635/1,MRC,Research Grant,University of Leeds,Academic/University,United Kingdom,2019,2321030
MR/K025635/1,MRC,Research Grant,University of Liverpool,Academic/University,United Kingdom,2017,2321030
MR/K025635/1,MRC,Research Grant,University of Manchester,Academic/University,United Kingdom,2017,2321030
MR/K025635/1,MRC,Research Grant,University of Oxford,Academic/University,United Kingdom,2018,2321030
MR/K025635/1,MRC,Research Grant,University of Sheffield,Academic/University,United Kingdom,2017,2321030
MR/K025635/1,MRC,Research Grant,West of England Academic Health Science Network,Academic/University,United Kingdom,2017,2321030
MR/K026666/1,MRC,Research Grant,Astellas Pharma,Private,United Kingdom,2018,4690073
MR/K026666/1,MRC,Research Grant,AstraZeneca,Private,United Kingdom,2016,4690073
MR/K026666/1,MRC,Research Grant,Bio-Techne Ltd,Private,United Kingdom,2019,4690073
MR/K026666/1,MRC,Research Grant,F. Hoffmann-La Roche AG,Private,Global,2018,4690073
MR/K026666/1,MRC,Research Grant,GlaxoSmithKline (GSK),Private,Global,2014,4690073
MR/K026666/1,MRC,Research Grant,Janssen Research & Development,Private,Global,2017,4690073
MR/K026666/1,MRC,Research Grant,Karolinska Institute,Academic/University,Sweden,2017,4690073
MR/K026666/1,MRC,Research Grant,Keele University,Academic/University,United Kingdom,2015,4690073
MR/K026666/1,MRC,Research Grant,Materiomics,Private,Netherlands,2016,4690073
MR/K026666/1,MRC,Research Grant,Miltenyi Biotec GmBH,Private,Germany,2017,4690073
MR/K026666/1,MRC,Research Grant,National Phenotypic Screening Centre,Charity/Non Profit,United Kingdom,2017,4690073
MR/K026666/1,MRC,Research Grant,Novartis Institutes for BioMedical Research (NIBR),Private,United States,2016,4690073
MR/K026666/1,MRC,Research Grant,Perkin Elmer,Private,United States,2016,4690073
MR/K026666/1,MRC,Research Grant,Sanofi,Private,Global,2014,4690073
MR/K026666/1,MRC,Research Grant,Stemnovate Limited,Private,United Kingdom,2017,4690073
MR/K026666/1,MRC,Research Grant,University of Edinburgh,Academic/University,United Kingdom,2014,4690073
MR/K026666/1,MRC,Research Grant,University of Strathclyde,Academic/University,United Kingdom,2015,4690073
MR/K026666/1,MRC,Research Grant,Xintela AB,Private,Sweden,2014,4690073
MR/L000512/1,MRC,Research Grant,Korea Research Institute of Bioscience and Biotechnology (KRIBB),Academic/University,"Korea, Republic of",2017,448979
MR/L000512/1,MRC,Research Grant,University of Edinburgh,Academic/University,United Kingdom,2014,448979
MR/L000512/1,MRC,Research Grant,University of Liverpool,Academic/University,United Kingdom,2017,448979
MR/L000512/1,MRC,Research Grant,University of Turin,Academic/University,Italy,2014,448979
MR/L002787/1,MRC,Research Grant,Alcohol Concern,Charity/Non Profit,United Kingdom,2017,402176
MR/L002787/1,MRC,Research Grant,Cancer Research UK,Charity/Non Profit,United Kingdom,2013,402176
MR/L002787/1,MRC,Research Grant,Cardiff and Vale University Health Board,Public,United Kingdom,2013,402176
MR/L002787/1,MRC,Research Grant,Cardiff University,Academic/University,United Kingdom,2015,402176
MR/L002787/1,MRC,Research Grant,Government of Wales,Public,United Kingdom,2017,402176
MR/L002787/1,MRC,Research Grant,Ontario School of Public Health and Health Systems,Academic/University,Canada,2015,402176
MR/L002787/1,MRC,Research Grant,Public Health Wales NHS Trust,Public,United Kingdom,2015,402176
MR/L002787/1,MRC,Research Grant,University College South Denmark,Charity/Non Profit,Denmark,2018,402176
MR/L002787/1,MRC,Research Grant,University of Waterloo,Academic/University,Canada,2015,402176
MR/L002787/1,MRC,Research Grant,Welsh Assembly,Public,United Kingdom,2017,402176
MR/L002787/1,MRC,Research Grant,World Health Organization (WHO),Public,Global,2018,402176
MR/L003988/1,MRC,Research Grant,Devon Partnership NHS Trust,Public,United Kingdom,2016,692268
MR/L003988/1,MRC,Research Grant,European Commission,Public,European Union (EU),2014,692268
MR/L003988/1,MRC,Research Grant,King's College London,Academic/University,United Kingdom,2015,692268
MR/L003988/1,MRC,Research Grant,Oxleas NHS Foundation Trust,Public,United Kingdom,2015,692268
MR/L003988/1,MRC,Research Grant,Royal Cornwall Hospitals NHS Trust,Public,United Kingdom,2016,692268
MR/L003988/1,MRC,Research Grant,South West London and St George's Mental Health NHS Trust,Public,United Kingdom,2015,692268
MR/L004623/1,MRC,Research Grant,London Sch of Hygiene and Trop Medicine,Academic/University,United Kingdom,2014,706133
MR/L004623/1,MRC,Research Grant,London School of Hygiene and Tropical Medicine (LSHTM),Academic/University,United Kingdom,2014,706133
MR/L004623/1,MRC,Research Grant,Makerere University,Academic/University,Uganda,2014,706133
MR/L004623/1,MRC,Research Grant,Mbarara University of Science & Technology,Academic/University,Uganda,2014,706133
MR/L004623/1,MRC,Research Grant,"Ministry of Health, Uganda",Public,Uganda,2014,706133
MR/L004623/1,MRC,Research Grant,Norwegian University of Science and Technology (NTNU),Academic/University,Norway,2014,706133
MR/L004623/1,MRC,Research Grant,Stony Brook University,Academic/University,United States,2014,706133
MR/L004623/1,MRC,Research Grant,University of Ghana,Academic/University,Ghana,2014,706133
MR/L004623/1,MRC,Research Grant,University of Stellenbosch,Academic/University,South Africa,2014,706133
MR/L008246/1,MRC,Research Grant,MedImmune,Private,United States,2014,712429
MR/L008246/1,MRC,Research Grant,University of Cambridge,Academic/University,United Kingdom,2014,712429
MR/L008246/1,MRC,Research Grant,University of Oxford,Academic/University,United Kingdom,2014,712429
MR/L008335/1,MRC,Research Grant,Alpha-1 Foundation,Charity/Non Profit,United States,2015,231498
MR/L008335/1,MRC,Research Grant,GlaxoSmithKline (GSK),Private,Global,2013,231498
MR/L008335/1,MRC,Research Grant,Health Data Research UK,Private,United Kingdom,2019,231498
MR/L008335/1,MRC,Research Grant,Medical Research Council (MRC),Public,United Kingdom,2012,231498
MR/L008335/1,MRC,Research Grant,University College London,Academic/University,United Kingdom,2015,231498
MR/L008335/1,MRC,Research Grant,University Hospitals Birmingham NHS Foundation Trust,Public,United Kingdom,2019,231498
MR/L008335/1,MRC,Research Grant,University of Birmingham,Academic/University,United Kingdom,2013,231498
MR/L008335/1,MRC,Research Grant,University of Edinburgh,Academic/University,United Kingdom,2017,231498
MR/L008963/1,MRC,Research Grant,Cardiff University,Academic/University,United Kingdom,2015,503126
MR/L008963/1,MRC,Research Grant,Leeds Teaching Hospitals NHS Trust,Hospitals,United Kingdom,2010,503126
MR/L008963/1,MRC,Research Grant,Royal Liverpool University Hospital,Hospitals,United Kingdom,2010,503126
MR/L008963/1,MRC,Research Grant,Stanford University,Academic/University,United States,2010,503126
MR/L008963/1,MRC,Research Grant,The Christie NHS Foundation Trust,Public,United Kingdom,2010,503126
MR/L008963/1,MRC,Research Grant,University Hospital of Wales,Hospitals,United Kingdom,2010,503126
MR/L008963/1,MRC,Research Grant,University of Birmingham,Academic/University,United Kingdom,2012,503126
MR/L008963/1,MRC,Research Grant,University of Nottingham,Academic/University,United Kingdom,2010,503126
MR/L008963/1,MRC,Research Grant,University of Oxford,Academic/University,United Kingdom,2010,503126
MR/L009374/1,MRC,Research Grant,BridgeBio,Private,United States,2016,508080
MR/L009374/1,MRC,Research Grant,Maynooth University,Academic/University,Ireland,2017,508080
MR/L009374/1,MRC,Research Grant,University of Leicester,Academic/University,United Kingdom,2014,508080
MR/L009374/1,MRC,Research Grant,University of Manchester,Academic/University,United Kingdom,2016,508080
MR/L009374/1,MRC,Research Grant,University of Sheffield,Academic/University,United Kingdom,2014,508080
MR/L009374/1,MRC,Research Grant,University of Texas,Academic/University,United States,2013,508080
MR/L010011/1,MRC,Research Grant,James Hutton Institute,Charity/Non Profit,United Kingdom,2007,588601
MR/L010011/1,MRC,Research Grant,National Institutes of Health (NIH),Public,United States,2007,588601
MR/L010011/1,MRC,Research Grant,University Nantes Angers Le Mans,Academic/University,France,2007,588601
MR/L010011/1,MRC,Research Grant,University of Aberdeen,Academic/University,United Kingdom,2007,588601
MR/L010011/1,MRC,Research Grant,University of Edinburgh,Academic/University,United Kingdom,2007,588601
MR/L010011/1,MRC,Research Grant,University of Glasgow,Academic/University,United Kingdom,2007,588601
MR/L010674/2,MRC,Research Grant,Cardiff University,Academic/University,United Kingdom,2013,245706
MR/L010674/2,MRC,Research Grant,University of Exeter,Academic/University,United Kingdom,2013,245706
MR/L012723/1,MRC,Research Grant,Bristol Robotics Laboratory,Academic/University,United Kingdom,2017,2770000
MR/L012723/1,MRC,Research Grant,Imperial College London,Academic/University,United Kingdom,2017,2770000
MR/L012723/1,MRC,Research Grant,University of Bristol,Academic/University,United Kingdom,2018,2770000
MR/L012723/1,MRC,Research Grant,University of Cambridge,Academic/University,United Kingdom,2014,2770000
MR/L012723/1,MRC,Research Grant,University of Edinburgh,Academic/University,United Kingdom,2018,2770000
MR/L020742/1,MRC,Research Grant,Royal Devon and Exeter Hospital,Hospitals,United Kingdom,2007,548439
MR/L020742/1,MRC,Research Grant,University of Sussex,Academic/University,United Kingdom,2017,548439
MR/L023784/1,MRC,Research Grant,Alan Turing Institute,Academic/University,United Kingdom,2019,13148876
MR/L023784/1,MRC,Research Grant,Alzheimer's Research UK,Charity/Non Profit,United Kingdom,2015,13148876
MR/L023784/1,MRC,Research Grant,Amyloid Imaging to Prevent Alzheimer's Disease,Public,European Union (EU),2016,13148876
MR/L023784/1,MRC,Research Grant,Araclon Biotech,Private,Spain,2014,13148876
MR/L023784/1,MRC,Research Grant,AstraZeneca,Private,United Kingdom,2014,13148876
MR/L023784/1,MRC,Research Grant,Cardiff University,Academic/University,United Kingdom,2017,13148876
MR/L023784/1,MRC,Research Grant,Eisai Inc,Private,United States,2018,13148876
MR/L023784/1,MRC,Research Grant,Eli Lilly & Company Ltd,Private,United Kingdom,2017,13148876
MR/L023784/1,MRC,Research Grant,EMBL European Bioinformatics Institute (EMBL - EBI),Academic/University,United Kingdom,2018,13148876
MR/L023784/1,MRC,Research Grant,GlaxoSmithKline (GSK),Private,Global,2014,13148876
MR/L023784/1,MRC,Research Grant,Imperial College London,Academic/University,United Kingdom,2017,13148876
MR/L023784/1,MRC,Research Grant,Ixico,Private,United Kingdom,2014,13148876
MR/L023784/1,MRC,Research Grant,"Janssen Biotech, Inc.",Private,United States,2015,13148876
MR/L023784/1,MRC,Research Grant,Janssen Research & Development,Private,Global,2014,13148876
MR/L023784/1,MRC,Research Grant,Johnson & Johnson,Private,United States,2017,13148876
MR/L023784/1,MRC,Research Grant,King's College London,Academic/University,United Kingdom,2018,13148876
MR/L023784/1,MRC,Research Grant,Medical Research Council (MRC),Public,United Kingdom,2014,13148876
MR/L023784/1,MRC,Research Grant,MRC Dementias Platform UK,Academic/University,United Kingdom,2016,13148876
MR/L023784/1,MRC,Research Grant,Newcastle University,Academic/University,United Kingdom,2018,13148876
MR/L023784/1,MRC,Research Grant,Oxford University Hospitals NHS Foundation Trust,Academic/University,United Kingdom,2017,13148876
MR/L023784/1,MRC,Research Grant,SomaLogic,Private,United States,2014,13148876
MR/L023784/1,MRC,Research Grant,University College London,Academic/University,United Kingdom,2018,13148876
MR/L023784/1,MRC,Research Grant,University of Bristol,Academic/University,United Kingdom,2016,13148876
MR/L023784/1,MRC,Research Grant,University of Cambridge,Academic/University,United Kingdom,2019,13148876
MR/L023784/1,MRC,Research Grant,University of Edinburgh,Academic/University,United Kingdom,2016,13148876
MR/L023784/1,MRC,Research Grant,University of Exeter,Academic/University,United Kingdom,2018,13148876
MR/L023784/1,MRC,Research Grant,University of Glasgow,Academic/University,United Kingdom,2015,13148876
MR/L023784/1,MRC,Research Grant,University of Luxembourg,Academic/University,Luxembourg,2015,13148876
MR/L023784/1,MRC,Research Grant,University of Manchester,Academic/University,United Kingdom,2015,13148876
MR/L023784/1,MRC,Research Grant,University of Oxford,Academic/University,United Kingdom,2017,13148876
MR/M000141/1,MRC,Research Grant,Trinity College Dublin,Academic/University,Ireland,2009,1686013
MR/M000532/1,MRC,Research Grant,Leeds Teaching Hospitals NHS Trust,Hospitals,United Kingdom,2015,625241
MR/M000532/1,MRC,Research Grant,Newcastle University,Academic/University,United Kingdom,2015,625241
MR/M000532/1,MRC,Research Grant,University College Dublin,Academic/University,Ireland,2015,625241
MR/M000532/1,MRC,Research Grant,University of Leeds,Academic/University,United Kingdom,2015,625241
MR/M00287X/1,MRC,Research Grant,ACCESS Health International,Private,India,2018,101879
MR/M00287X/1,MRC,Research Grant,Aga Khan Foundation,Charity/Non Profit,Switzerland,2015,101879
MR/M00287X/1,MRC,Research Grant,Amrita Institute of Medical Sciences,Charity/Non Profit,India,2015,101879
MR/M00287X/1,MRC,Research Grant,Centre for Chronic Disease Control (CCDC),Hospitals,India,2015,101879
MR/M00287X/1,MRC,Research Grant,"Ernakulam General Hospital, India",Hospitals,India,2015,101879
MR/M00287X/1,MRC,Research Grant,Fundacion Avedis Donabedian,Public,Spain,2015,101879
MR/M00287X/1,MRC,Research Grant,Indian Ministry of Health,Public,India,2018,101879
MR/M00287X/1,MRC,Research Grant,Netherlands Institute for Health Services Research,Public,Netherlands,2015,101879
MR/M00287X/1,MRC,Research Grant,Polish Society for Quality Promotion in Healthcare,Charity/Non Profit,Poland,2015,101879
MR/M00287X/1,MRC,Research Grant,Public Health Foundation of India,Public,India,2015,101879
MR/M00287X/1,MRC,Research Grant,Regional Hospital Solan,Hospitals,India,2015,101879
MR/M00287X/1,MRC,Research Grant,Riga Stradins University,Academic/University,Latvia,2015,101879
MR/M00287X/1,MRC,Research Grant,Sree Chitra Tirunal Institute for Medical Sciences and Technology (SCTIMST),Academic/University,India,2018,101879
MR/M00287X/1,MRC,Research Grant,University of Birmingham,Academic/University,United Kingdom,2015,101879
MR/M00287X/1,MRC,Research Grant,University of Michigan,Academic/University,United States,2015,101879
MR/M00287X/1,MRC,Research Grant,Wellspring NGO,Charity/Non Profit,Mongolia,2015,101879
MR/M004716/1,MRC,Research Grant,Imperial College London,Academic/University,United Kingdom,2016,522399
MR/M004716/1,MRC,Research Grant,National University of Singapore,Academic/University,Singapore,2016,522399
MR/M004716/1,MRC,Research Grant,University College London,Academic/University,United Kingdom,2014,522399
MR/M004716/1,MRC,Research Grant,University of Virginia (UVa),Academic/University,United States,2018,522399
MR/M006212/1,MRC,Research Grant,Addis Ababa University,Academic/University,Ethiopia,2013,1956763
MR/M006212/1,MRC,Research Grant,Congo National Institute of Biomedical Research,Academic/University,"Congo, the Democratic Republic of the",2013,1956763
MR/M006212/1,MRC,Research Grant,Cote D'Ivoire's National Institute of Public Health,Public,Cote d'Ivoire,2013,1956763
MR/M006212/1,MRC,Research Grant,Medical Research Council (MRC),Public,United Kingdom,2013,1956763
MR/M006212/1,MRC,Research Grant,Navrongo Health Research Centre (NHRC),Academic/University,Ghana,2013,1956763
MR/M006212/1,MRC,Research Grant,Noguchi Memorial Institute for Medical Research (NMRR),Academic/University,Ghana,2013,1956763
MR/M006212/1,MRC,Research Grant,Pasteur Institute of Madagascar,Academic/University,Madagascar,2013,1956763
MR/M006212/1,MRC,Research Grant,The Wellcome Trust Sanger Institute,Charity/Non Profit,United Kingdom,2006,1956763
MR/M006212/1,MRC,Research Grant,University of Bamako,Academic/University,Mali,2013,1956763
MR/M006212/1,MRC,Research Grant,"University of Health Sciences, Gabon",Academic/University,Gabon,2013,1956763
MR/M006212/1,MRC,Research Grant,University of Oxford,Academic/University,United Kingdom,2013,1956763
MR/M008894/1,MRC,Research Grant,Cardiff University,Academic/University,United Kingdom,2017,7489546
MR/M008894/1,MRC,Research Grant,Cincinnati Children's Hospital Medical Center,Hospitals,United States,2015,7489546
MR/M008894/1,MRC,Research Grant,Galapagos NV,Private,Belgium,2019,7489546
MR/M008894/1,MRC,Research Grant,GE Healthcare Life Sciences,Private,United Kingdom,2013,7489546
MR/M008894/1,MRC,Research Grant,Hannover Medical School,Academic/University,Germany,2016,7489546
MR/M008894/1,MRC,Research Grant,Imperial College London,Academic/University,United Kingdom,2014,7489546
MR/M008894/1,MRC,Research Grant,Memorial Sloan Kettering Cancer Center,Academic/University,United States,2019,7489546
MR/M008894/1,MRC,Research Grant,Newcastle University,Academic/University,United Kingdom,2014,7489546
MR/M008894/1,MRC,Research Grant,Royal Papworth Hospital NHS Foundation Trust,Public,United Kingdom,2014,7489546
MR/M008894/1,MRC,Research Grant,University College London,Academic/University,United Kingdom,2019,7489546
MR/M008894/1,MRC,Research Grant,University of Cambridge,Academic/University,United Kingdom,2014,7489546
MR/M008894/1,MRC,Research Grant,University of Glasgow,Academic/University,United Kingdom,2014,7489546
MR/M008894/1,MRC,Research Grant,University of Sheffield,Academic/University,United Kingdom,2017,7489546
MR/M010392/1,MRC,Research Grant,AstraZeneca,Private,United Kingdom,2018,526177
MR/M010392/1,MRC,Research Grant,Bayer,Private,Germany,2017,526177
MR/M010392/1,MRC,Research Grant,CellCentric Ltd,Private,United Kingdom,2017,526177
